year_of_birth,height,weight,scars,colour,year_of_discovery,number_of_lost_teeth,life_length,BMI
1687,65.04969664258891,17.22516631067188,40,green,1741,11,2396.1536742600892,4.868559004617575
-310,65.66029984478817,17.98173745383347,10,red,1741,19,1364.9331916299282,4.988310680984801
1080,47.90172350091766,12.943530993638227,4,red,1741,17,997.0353650332497,6.7464926885645315
-506,42.24992793667064,12.25117122340678,5,red,1741,36,1521.5671497441144,8.208300169829165
-1276,43.40283029971254,11.035822792446437,8,blue,1741,8,1089.7162115727176,7.006420230318922
1577,60.49613969782073,15.23010259822403,17,green,1741,18,1646.638721715786,4.977085121729263
797,42.39140386336009,12.52227760148329,18,red,1741,1,1246.398829760327,8.334034502328347
-1322,50.15256877925134,12.668498855391235,17,red,1741,21,1696.4381067927281,6.023741928531054
823,52.68808988275579,14.2812548618777,0,green,1741,29,1090.594565747785,6.152746560730422
-1002,56.376805887862346,14.920333589493135,4,blue,1741,26,1302.9316506392076,5.614423454847588
-1131,43.130001522650545,11.426046967053221,3,blue,1741,28,1311.945227518288,7.346231722180607
686,62.50535679833003,15.678970950841439,8,blue,1741,26,1366.151575243804,4.799661876001845
1621,33.41579143814875,9.088213428153782,5,blue,1741,3,854.8062343696708,9.734251873351225
384,36.29668123097497,9.354795369675074,12,red,1741,24,1570.6396976006245,8.492352695688545
1411,61.3312521324517,15.347555082035852,3,green,1741,16,940.8225273391906,4.8798121428423
244,48.17360361846324,12.097616317668399,0,red,1741,34,1250.1488357264798,6.234607275700172
841,56.08850820525725,14.425881405738727,2,blue,1742,29,1180.0856243745893,5.484311884087964
399,70.49958991484516,18.407534705064588,10,blue,1742,21,1446.7451302071352,4.429452120771557
-983,49.08504614230251,13.943114381277756,6,red,1742,23,1284.0084262270223,6.921320307207935
-615,39.068519924219444,9.822761028635252,2,blue,1742,8,842.4636763317918,7.6967472710499125
1220,54.62180471038953,13.999001478770742,0,green,1742,5,580.4916461053749,5.611675301714633
-137,48.231079252990256,12.845440832963629,25,red,1742,38,2380.32680916244,6.604236514832593
-29,55.25290569445662,14.143839624166917,11,red,1742,5,1112.149964095486,5.540955271024467
-1994,54.125110921630096,15.92461820055082,2,green,1742,39,1460.2030924635606,6.5012818616730135
-676,59.421460382437715,16.19961244510533,2,red,1742,27,1218.7026753430644,5.487133767439588
1797,48.447662605226455,12.62050261960189,11,blue,1742,19,1428.4074736643156,6.430704572546666
1122,48.757493507151644,12.230730660041123,3,red,1742,12,833.3539442594265,6.153146062891466
58,47.381625409164855,12.706626627570122,9,blue,1742,31,1549.1505864892122,6.769209013981099
1505,48.678533407802284,12.950187938930032,38,green,1742,14,2403.423307997447,6.536250164956177
-142,47.26163245517216,12.137936613085271,3,green,1742,12,1004.9949061358443,6.499126549436545
868,51.055974712903854,14.008228347206217,10,red,1742,40,1713.9345406213595,6.4271381378832535
254,69.27341645846695,18.35025720378234,18,blue,1742,37,2055.8089071427853,4.573371776405487
-13,44.28355241798812,11.91070837767556,8,black,1742,10,1153.6749010606816,7.264073861531697
902,46.40965163132166,11.738937321232083,2,red,1742,14,861.2044516689597,6.518380859797332
1729,49.211138782523356,12.425718696663102,4,red,1742,6,873.1490473261257,6.136521393371766
1664,56.62582606275254,14.632859208554294,2,red,1742,13,920.7206498561899,5.457926187913363
1242,55.98539359783712,15.58077872887689,3,blue,1742,15,927.6317645392762,5.945210738689645
-688,50.56392753250269,12.975728814339558,2,red,1742,27,1209.3636325551463,6.06984673536338
871,47.6458486945942,12.88214313337653,20,green,1743,17,1630.662391541722,6.786807811177417
45,39.42944682991411,10.524723918750649,6,red,1743,24,1339.175712270752,8.096492336131915
-1745,57.70282992869161,15.63866402535365,18,red,1743,30,1931.4031946358057,5.617369463535527
-1183,43.52351658020783,11.110302611935136,7,red,1743,30,1478.0311532650162,7.014641776923365
147,54.55070960014186,13.763235832327881,14,red,1743,5,1258.1939897042726,5.531555933105056
1512,41.97862278471448,10.556847417696213,2,red,1743,32,1296.6563330459987,7.164822522541421
1780,65.3769842346851,17.179589900437364,6,red,1743,24,1321.9516335211044,4.807182292475721
-536,44.65850191155296,11.211998614393725,2,blue,1743,30,1301.9117580152454,6.723606678083413
-1953,40.69775726097775,10.404618051394703,8,black,1743,27,1457.5722015272331,7.512989001246479
-1890,49.54313308276097,12.512228442997618,17,blue,1743,20,1643.0889387503973,6.0967065919495695
-661,51.253431558294075,13.492643397688363,7,red,1743,8,1029.63467789405,6.142974489335222
951,46.12528135559227,15.84114911551221,25,green,1743,12,1722.6219485851564,8.905046482308194
1046,53.001719132320865,13.558455274969782,31,blue,1743,23,2217.6502136400504,5.772419237614581
812,51.56318552454581,13.384267559512173,3,red,1743,34,1323.463322263701,6.020640496396774
10,49.29975757368552,15.837510346207946,29,red,1743,31,2372.7141719915794,7.793363074270212
-785,66.1634618262653,17.850230728114965,17,red,1743,33,1978.4843907533625,4.876800147181849
-821,52.17444982321622,15.18385523903076,23,red,1743,3,1537.9538780219866,6.671044896993475
925,50.04029658192126,13.221526139693491,7,red,1743,26,1316.6184168110972,6.314942538302134
-1505,48.63238182166521,12.364228847124439,3,red,1743,30,1312.076870204258,6.252353431524587
-624,52.50109720953239,13.143942530186813,1,red,1743,0,629.7958667760464,5.703171839661758
107,70.58790926900804,18.049233454943447,4,green,1743,34,1490.7912856454827,4.332371497114528
-866,54.37347967955193,13.601347227196447,29,blue,1743,1,1785.541111479285,5.502185640273629
227,40.72660014149008,10.847595306402589,9,green,1744,36,1689.4213839216632,7.821764327738066
1443,41.18300246998371,11.09221447951542,6,green,1744,17,1100.3653726455018,7.821855920029108
1405,48.8642873741197,12.808149922068104,1,red,1744,11,778.9557040917285,6.415504717729701
-850,50.879982089496984,13.267983133407268,0,red,1744,7,731.2711197627723,6.129690920093927
-924,39.068333941870605,11.332819140289072,3,red,1744,10,910.9419401987896,8.88005673815362
199,51.724436857789435,14.389442377362679,4,blue,1744,22,1207.2669256032345,6.432502853328849
-342,45.87725502272411,11.510197485381026,2,red,1744,3,746.4509000038066,6.540568382573976
1493,46.67566798448751,12.626997235267584,5,green,1744,14,978.8422510662759,6.931808666881158
1460,57.31986647737051,14.43251722186065,0,red,1744,13,731.1941277861242,5.253627897989329
1092,49.04418725418075,16.0138515031532,30,blue,1744,35,2395.770822975708,7.962478603666571
-778,51.166706662806526,14.190352004518028,0,red,1744,26,1125.2271990986699,6.482548948596139
1045,66.69096070743845,16.988414444103206,2,red,1744,13,847.497954107398,4.568214261814246
-1005,36.71783958709299,9.27531909606993,0,red,1744,34,1285.5873332911192,8.228149697401898
-1467,44.79370018173828,13.60845723706249,4,red,1744,2,754.4893567910044,8.111526298126313
534,46.85809546498071,12.453336623859146,0,blue,1744,38,1281.9094246232369,6.783346895609376
-361,42.951411087424795,11.057822654113481,9,red,1744,13,1202.3252339098615,7.1687314754497775
-1917,53.80029547450054,15.668068768262515,32,blue,1744,16,2214.5085789397276,6.474015167807636
749,53.36780949964819,14.222030458177716,3,blue,1744,2,670.1148289782352,5.972145979634936
1008,46.95602571590521,14.853688991457517,6,red,1745,9,930.9325772411557,8.057108795776461
-617,35.075965790851846,9.08797120461959,22,red,1745,30,2089.2620549775106,8.834362828828716
-576,54.88502580184333,14.953373479923346,8,red,1745,7,1040.7721625271977,5.936889973068037
-1743,52.51107546385424,13.265098886651499,14,green,1745,30,1769.668025110794,5.753554496493268
-888,47.57770296698718,13.391753577679754,5,red,1745,36,1555.7074465282876,7.075515280155075
-1000,42.51589387181652,11.666891356635436,0,blue,1745,30,1185.1144461391493,7.719338584726553
-256,40.54533336674875,12.090008959998379,4,red,1745,8,912.9766960996848,8.795741084911615
689,47.15537605812917,13.054092979030944,2,green,1745,3,636.8920638825314,7.021208042217344
732,43.13706378317982,12.497729584892959,2,red,1745,17,915.054454590789,8.03262564789277
858,44.97768585633509,11.43575913568033,9,blue,1745,2,915.7316036404047,6.760804084766092
1375,33.406692849609634,10.710523495824617,2,blue,1745,26,1118.9327787977352,11.478134126628653
-1345,46.938271240388104,12.26794883633523,3,red,1745,4,786.0190430060021,6.659557004586725
-675,51.43679086292244,13.381141206217203,22,blue,1745,26,2018.8814356406922,6.048852417992372
750,47.32984153464385,13.411276955781176,9,blue,1745,2,924.9911497154303,7.160240267018926
-1928,60.87143971226434,16.002017666113638,8,green,1745,10,1102.9219550799603,5.165057532682801
-276,51.148018427820226,13.74093313526662,10,red,1745,37,1799.2165232118093,6.2818298019783985
-1720,54.13525069389048,14.695255773741472,7,red,1745,12,1125.2333469812422,5.997143076357954
-1379,42.029923535457485,10.981334960912971,4,red,1745,0,757.3177380694033,7.43473518817729
-1591,59.925012190461295,16.121385545569407,11,red,1745,30,1631.2735423184147,5.369250514739448
1574,54.038902952063076,15.332786848383568,14,red,1746,17,1495.2764262399987,6.279652561868343
1372,62.39551425464164,15.901359165831682,9,blue,1746,3,903.8480902613418,4.884893227269366
832,44.4997992106514,11.914860367470473,7,red,1746,1,818.8517841419001,7.196153515641322
-1102,46.537978008951676,12.47664517732878,7,red,1746,18,1225.1722049509049,6.889859559765439
-1887,40.959126509828494,11.84717991569758,14,red,1746,26,1718.5693172204187,8.445807457164477
-1810,38.46414046894116,10.01951061747465,4,green,1746,35,1463.0626429118313,8.099570893371705
-181,52.85788403731378,15.200477721785411,35,red,1746,13,2239.011234289738,6.5067669902663035
450,48.6116926164218,12.36955779851819,14,red,1746,3,1216.1812996833296,6.260373627807696
-1771,46.323207742380696,12.028130499374766,1,red,1746,32,1238.842218380445,6.703914177376169
-1789,44.776084911652674,11.482127970228163,16,red,1746,14,1479.065378237579,6.8494817539484405
-1076,42.72336499886876,11.035369110631496,2,blue,1746,9,861.6699265126706,7.230752997053747
-1967,49.8983805234978,13.169700120311418,2,red,1746,1,722.2420678584414,6.326019845363039
-6,54.64505659965257,14.006808107228528,3,blue,1746,7,879.088228526274,5.610027418609843
630,54.267153987400334,14.105642657196174,6,green,1746,18,1096.9365364484124,5.728571672425784
-1382,43.92917561485383,12.883737493108171,30,red,1746,7,1927.100161446567,7.984786827905732
1316,52.50958643497188,14.039579418130144,5,red,1746,17,1037.3757571948631,6.089820159225355
-1887,42.066790659962855,10.984556072637131,17,red,1747,25,1762.2684843605862,7.42388635001745
1548,48.92864494031374,12.889870140715699,21,green,1747,3,1529.400797776806,6.439464164043565
1212,45.146945924828216,11.816245824879598,2,green,1747,12,803.0282130021326,6.933465025887025
1088,41.73845029870325,15.052471569175925,9,green,1747,2,883.5178830187014,10.333863971882334
-1925,49.52455028014633,12.660997221848003,2,blue,1747,2,710.9896768733346,6.173826175065957
648,50.72852963625167,13.030798705869104,1,red,1747,17,934.8273008338301,6.056114147364323
-1154,48.820796035563404,13.03674229890513,7,red,1747,13,1110.6246354961324,6.541644411049839
-606,67.88080195177822,17.690522354586207,43,red,1747,29,2913.908096821727,4.591708324679791
-958,55.3528024668193,15.142340341595427,6,blue,1747,19,1241.7735348079452,5.910732988463126
-714,41.74782259972802,12.349106997693779,9,red,1747,18,1322.3455814023653,8.474136594249453
1628,46.778204398030354,12.08527443692692,5,red,1747,0,789.6092546862599,6.605367538137605
1664,53.93485559390216,13.515266657046316,2,green,1747,5,790.1881250443971,5.556651291654972
-1139,58.09384484732728,17.404512863797247,6,green,1747,1,867.7155436610071,6.167784574918947
1245,37.52386085366614,11.264667595777853,0,blue,1747,0,511.1847393496008,9.568214712204783
1529,53.82689876057373,13.64749888038304,8,green,1747,11,1131.5260112830872,5.633546913911189
-23,43.32622991187243,10.946856145890724,0,red,1747,17,954.8604789382207,6.974533687125578
-1054,51.825170878636335,14.04486349414993,8,green,1747,15,1224.3658688842172,6.254082448276104
704,58.163359315241614,14.87925721125559,2,red,1747,17,910.4587066452066,5.26029200070051
-1785,54.30337692760731,14.413684896060303,2,red,1748,13,905.7176360743675,5.845866772301248
382,46.64538293911697,12.853092990360574,1,red,1748,26,1152.0548090006282,7.065093101821683
-245,58.95996054392305,17.25135889669384,1,red,1748,38,1401.650942309032,5.935215702936263
-1197,55.51582503281423,14.417115507088324,17,red,1748,13,1527.3735284346692,5.59464258164249
574,48.91404409331345,13.053272453091424,3,green,1748,26,1126.580305534612,6.52498964327036
1298,41.776356932475295,11.779075798711423,22,blue,1748,0,1374.7231734724487,8.071934917349198
-987,45.243088448111905,11.578208566326994,6,red,1748,39,1649.3825594205668,6.764947746490511
1260,50.87554685253091,12.75722950008558,5,red,1748,3,751.023880098653,5.894754909987653
-423,51.89204239051236,13.477225858595702,10,green,1748,37,1670.8283314905123,5.985859838285179
-1964,59.288127455968876,16.824939974526792,6,red,1748,36,1615.2595546031039,5.7246062571223515
699,59.364416999016285,15.178387685796551,2,red,1748,5,686.9643325677423,5.151109623554293
-1300,44.654609092023925,11.901132980804979,2,red,1748,18,1002.6682584531445,7.138110873229429
-799,50.22177555345398,12.66946737963806,3,red,1748,37,1438.661440111218,6.0076109095315795
-1337,54.99396182889721,14.758747641493521,2,red,1748,34,1357.634478957556,5.836426978585899
-870,69.73125287960688,19.00363975958747,3,blue,1748,36,1445.5186897549158,4.674222888146586
-1681,45.01301407316013,13.97168399442717,7,green,1748,32,1521.6915736986227,8.24707854967863
1117,64.63860979821276,17.808231152639834,6,green,1748,7,896.6737059615573,5.097583339419446
-1238,66.91373756634528,17.901683102586418,0,red,1748,26,1116.7392303301024,4.781793889570347
-1694,53.26972565623293,13.601348535181755,2,red,1748,15,970.0497408839357,5.732560073197753
1035,43.397166285140266,11.88805514370496,25,red,1748,31,2081.0074925800072,7.549455538397878
-162,58.95600691272998,14.84709124538956,0,blue,1748,18,936.8258776941009,5.108728471600925
31,56.39100074176675,14.668111410376147,0,red,1748,40,1377.2500670574948,5.516735490650932
1330,52.782538269479005,14.210809788241928,1,red,1748,5,613.4364213326056,6.100505867491983
497,43.7712673462454,13.558601502004986,5,blue,1748,13,1066.9771560803485,8.46377713793952
1233,54.365914583743624,14.885014831180836,14,red,1749,13,1305.7523566159357,6.023146686585769
712,58.09177212175887,14.775468341764887,8,blue,1749,9,1008.4125736929018,5.236481466762295
335,46.73716059756531,12.733727817854822,8,red,1749,19,1330.3332740193632,6.972017670358808
1415,58.26712635363361,14.951573584272763,18,black,1749,38,1988.8702222851675,5.267047900851464
-630,52.57482193392796,15.229287517060422,14,red,1749,28,1690.7293479173986,6.589485857479279
-1116,59.75378376434246,15.824708927714084,10,red,1749,29,1606.9758454291648,5.300690822012305
274,48.068061147732784,12.965952236375237,22,red,1749,4,1576.3365746669003,6.711487299920204
-123,48.353360831370594,14.369703428602017,6,red,1749,33,1498.018611213064,7.350587292085483
-641,60.95118933345235,15.859464629057438,3,blue,1749,6,833.5301607224142,5.105657984775517
1583,48.98388201987008,15.723980373375626,13,red,1749,22,1585.2055670802922,7.837610150037809
-446,48.99848158755186,12.939967215770936,12,blue,1749,15,1366.5301323890963,6.446077125959972
-805,46.89848702316638,12.762083682910207,17,green,1749,24,1750.7830149129084,6.939552866660964
469,57.194039272877134,14.363170539677778,19,red,1749,25,1834.8483121206941,5.251415041637856
1173,42.18921863932192,13.55208107042094,8,red,1749,14,1106.9184185799343,9.106061768919938
1020,53.33214300249385,13.620297943085102,4,green,1749,5,764.2827903405098,5.727117629428822
-1744,54.390518850076894,14.251966267914499,36,green,1749,23,2514.4315155866216,5.761770392191474
665,47.39039118668876,12.993544769633628,10,blue,1749,5,988.5940628807001,6.919498589216116
-1306,37.16677838428044,9.759090074463993,6,blue,1749,25,1363.5371101848878,8.449423057535519
