title,gross,lifetime_gross,movie_facebook_likes,imdb_score,title_year,actor_1_name,actor_2_name,actor_3_name
Another Happy Day,,8464,798,6.0,2011.0,George Kennedy,Ezra Miller,Demi Moore
Inescapable,4063.0,6334,657,5.2,2012.0,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda
Desert Dancer,143653.0,155271,0,6.0,2014.0,Tom Cullen,Reece Ritchie,Marama Corlett
Down for Life,,41914,237,7.3,2009.0,Snoop Dogg,Laz Alonso,Nicholas Gonzalez
Four Lions,304137.0,304616,17000,7.3,2010.0,Kayvan Novak,Riz Ahmed,Alex Macqueen
Defendor,37606.0,44462,0,6.8,2009.0,Michael Kelly,Tony Nappo,Charlotte Sullivan
The Good Heart,19959.0,20930,0,6.9,2009.0,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson
The Witch,25138292.0,25138705,43000,6.8,2015.0,Julian Richings,Kate Dickie,Ralph Ineson
The Secret in Their Eyes,20167424.0,6391436,33000,8.2,2009.0,Ricardo Darín,Soledad Villamil,Guillermo Francella
Trollhunter,252652.0,253444,38000,7.0,2010.0,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud
The Masked Saint,123777.0,182695,0,4.7,2016.0,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki
Time to Choose,29233.0,29233,121,7.0,2015.0,Jane Goodall,Jerry Brown,Peter Agnefjall
Margin Call,5354039.0,5354039,21000,7.1,2011.0,Kevin Spacey,Demi Moore,Ashley Williams
August,,12636,224,6.1,2011.0,Murray Bartlett,Adrian Gonzalez,Edward Conna
Choke,2926565.0,2926565,0,6.5,2008.0,Anjelica Huston,Matt Gerald,Jonah Bobo
Whiplash,13092000.0,13092000,129000,8.5,2014.0,J.K. Simmons,Melissa Benoist,Chris Mulkey
The Hunt,610968.0,613308,60000,8.3,2012.0,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan
The Class,3766595.0,3766810,0,7.5,2008.0,François Bégaudeau,Agame Malembo-Emene,Angélica Sancio
Adam,2277396.0,2277396,0,7.2,2009.0,Peter Gallagher,Terry Walters,Amy Irving
Beginners,5776314.0,5790894,15000,7.2,2010.0,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller
Paranormal Activity 2,84749884.0,84752907,14000,5.7,2010.0,Sprague Grayden,Molly Ephraim,Micah Sloat
Coming Home,377420.0,32653905,0,7.3,2014.0,Li Gong,Daoming Chen,Ni Yan
The Purge,64423650.0,64473115,31000,5.7,2013.0,Rhys Wakefield,Adelaide Kane,Chris Mulkey
Sinister,48056940.0,48086903,58000,6.8,2012.0,Danielle Kotch,Victoria Leigh,James Ransone
Slow West,229094.0,229094,0,6.9,2015.0,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn
Next Day Air,10017041.0,10027047,545,5.9,2009.0,Omari Hardwick,Donald Faison,Mike Epps
Before Midnight,8114507.0,8114627,62000,7.9,2013.0,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari
Please Give,4033268.0,4033574,0,6.6,2010.0,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert
Frances Ha,4063238.0,4069826,11000,7.4,2012.0,Greta Gerwig,Grace Gummer,Vanessa Ray
Tusk,1821983.0,1826705,20000,5.4,2014.0,Johnny Depp,Haley Joel Osment,Michael Parks
Letters to God,2848578.0,2848578,0,6.3,2010.0,Robyn Lively,Michael Bolten,Christopher Schmidt
Compadres,3105269.0,3127773,174,5.0,2016.0,Kevin Pollak,Héctor Jiménez,Erick Elias
Fish Tank,373060.0,374675,0,7.3,2009.0,Michael Fassbender,Harry Treadaway,Jason Maza
Damsels in Distress,1007535.0,1008455,0,5.7,2011.0,Greta Gerwig,Megalyn Echikunwoke,Zach Woods
Bachelorette,418268.0,447954,0,5.3,2012.0,Kirsten Dunst,Adam Scott,Andrew Rannells
Fort McCoy,73678.0,78948,348,5.9,2011.0,Johnny Pacar,Eric Stoltz,Brendan Fehr
Chain Letter,143000.0,138788,0,4.1,2009.0,Matt Cohen,Betsy Russell,Noah Segan
The Eclipse,128937.0,133411,580,6.2,2009.0,Aidan Quinn,Iben Hjejle,Jim Norton
Tanner Hall,5005.0,5073,448,5.9,2009.0,Tom Everett Scott,Amy Sedaris,Chris Kattan
Freakonomics,100675.0,101270,0,6.4,2010.0,Greg Crowe,James Ransone,Tempestt Bledsoe
Ida,3826455.0,3827060,17000,7.4,2013.0,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza
A Haunted House,40041683.0,40041683,0,5.1,2013.0,Essence Atkins,Alanna Ubach,J.B. Smoove
Kevin Hart: Let Me Explain,32230907.0,32244051,0,6.7,2013.0,David Jason Perez,La'Princess Jackson,Dana Hanna
Robot & Frank,3325638.0,3325038,13000,7.1,2012.0,Frank Langella,Joshua Ormond,Ana Gasteyer
The Spectacular Now,6851969.0,6854611,10000,7.1,2013.0,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi
Religulous,12995673.0,13011160,24000,7.7,2008.0,Bill Maher,Tal Bachman,Steve Burg
Fuel,173783.0,32465,588,7.6,2008.0,Larry David,Sheryl Crow,George W. Bush
8: The Mormon Proposition,99851.0,100280,0,7.1,2010.0,Dustin Lance Black,Emily Pearson,Gavin Newsom
The Other End of the Line,115504.0,115592,0,6.2,2008.0,Larry Miller,Anupam Kher,Shriya Saran
Sleep Dealer,75727.0,80136,0,5.9,2008.0,Leonor Varela,Jacob Vargas,Tenoch Huerta
Super,322157.0,327716,19000,6.8,2010.0,Linda Cardellini,Rainn Wilson,Paul T. Taylor
Redemption Road,27012.0,29384,279,5.9,2010.0,Tom Skerritt,Cinda McCain,Luke Perry
The Calling,,6092,0,5.8,2014.0,Topher Grace,Ellen Burstyn,Christopher Heyerdahl
The Calling,,6092,0,5.8,2014.0,Topher Grace,Ellen Burstyn,Christopher Heyerdahl
Do You Believe?,12985267.0,12985600,13000,5.9,2015.0,Alexa PenaVega,Delroy Lindo,Madison Pettis
Eden,,65460,452,4.8,2015.0,Jessica Lowndes,Ethan Peck,Brad Schmidt
Mi America,3330.0,3330,305,7.2,2015.0,Michael Derek,Arturo Castro,Brad Lee Wind
It Follows,14673301.0,14674076,45000,6.9,2014.0,Maika Monroe,Ruby Harris,Jake Weary
Silent House,12555230.0,12754783,0,5.3,2011.0,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese
Courageous,34522221.0,34522221,10000,7.0,2011.0,Ben Davies,Alex Kendrick,T.C. Stallings
Winter's Bone,6531491.0,6531503,20000,7.2,2010.0,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser
Inside Job,4311834.0,4312735,63000,8.3,2010.0,Matt Damon,George W. Bush,Barney Frank
We Are Your Friends,3590010.0,3591417,0,6.1,2015.0,Vanessa Lengies,Emily Ratajkowski,Jonny Weston
Waltz with Bashir,2283276.0,2283849,0,8.0,2008.0,Ari Folman,Ronny Dayag,Zahava Solomon
The Diary of a Teenage Girl,1477002.0,1477002,0,6.9,2015.0,Alexander Skarsgård,David Fine,Austin Lyon
Meek's Cutoff,977600.0,977772,0,6.5,2010.0,Bruce Greenwood,Zoe Kazan,Shirley Henderson
The Virginity Hit,535249.0,636706,974,4.6,2010.0,Matt Bennett,Krysta Rodriguez,Zack Pearlman
Saint John of Las Vegas,100669.0,102645,407,5.8,2009.0,Peter Dinklage,Steve Buscemi,Romany Malco
Stonewall,186354.0,692400,0,4.5,2015.0,Jeremy Irvine,Caleb Landry Jones,Matt Craven
Roadside Romeo,55202.0,55202,39,5.3,2008.0,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey
The Missing Person,17580.0,17896,195,6.2,2009.0,Merritt Wever,Amy Ryan,Paul Adelstein
Circle,,10024,0,6.0,2015.0,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau
Eden Lake,5824.0,7321,0,6.8,2008.0,Michael Fassbender,Jack O'Connell,Lorraine Stanley
Plush,2843.0,3080,604,5.4,2013.0,Frances Fisher,James Kyson,Marlene Forte
Gangster's Paradise: Jerusalema,4958.0,7294,1000,7.8,2008.0,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs
The Ghastly Love of Johnny X,2436.0,2436,655,5.7,2012.0,Kate Maberly,Kevin McCarthy,Paul Williams
Buried,1028658.0,1044143,24000,7.0,2010.0,Ryan Reynolds,Samantha Mathis,Erik Palladino
Submarine,466702.0,467602,17000,7.3,2010.0,Craig Roberts,Paddy Considine,Sally Hawkins
The Square,,1502347,0,8.1,2013.0,Khalid Abdalla,Ahmed Hassan,Aida Elkashef
The Square,,406116,0,8.1,2013.0,Khalid Abdalla,Ahmed Hassan,Aida Elkashef
ABCD (Any Body Can Dance),95236.0,222098,1000,6.4,2013.0,Lauren Gottlieb,Remo,Prabhudheva
Man on Wire,2957978.0,2962242,0,7.8,2008.0,Paul McGill,Philippe Petit,Jean-Louis Blondeau
Brotherly Love,444044.0,478595,1000,7.2,2015.0,Logan Browning,Adam Ratcliffe,Faizon Love
The Last Exorcism,40990055.0,41034350,0,5.6,2010.0,Caleb Landry Jones,Ashley Bell,Patrick Fabian
Nowhere Boy,1445366.0,1457248,10000,7.2,2009.0,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff
Beasts of the Southern Wild,12784397.0,12795746,31000,7.3,2012.0,Quvenzhané Wallis,Gina Montana,Dwight Henry
Higher Ground,841206.0,841733,952,6.3,2011.0,Donna Murphy,Bill Irwin,Michael Chernus
A Beginner's Guide to Snuff,,21031,8,8.7,2016.0,Kimberley Crossman,Luke Edwards,Bree Williamson
Dysfunctional Friends,,13546,569,5.4,2012.0,Christian Keyes,Essence Atkins,Tatyana Ali
I Spit on Your Grave,92401.0,93051,17000,6.3,2010.0,Sarah Butler,Chad Lindberg,Daniel Franzese
The Lunchbox,4231500.0,4235151,16000,7.8,2013.0,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey
Grace Unplugged,2507106.0,2507201,0,6.1,2013.0,Shawnee Smith,Michael Welch,Anthony Reynolds
Cabin Fever,,21158188,2000,3.7,2016.0,Dustin Ingram,Gage Golightly,Samuel Davis
Insidious,53991137.0,54009150,60000,6.8,2010.0,Lin Shaye,Barbara Hershey,Philip Friedman
The Gatekeepers,2408553.0,2415727,0,7.6,2012.0,Ami Ayalon,Yuval Diskin,Yaakov Peri
Unsullied,,510957,307,5.5,2014.0,Ward G. Smith,Lisa Brave,Malone Thomas
Road Hard,105943.0,113169,212,6.1,2015.0,Jay Mohr,Jim O'Heir,David Alan Grier
Amigo,183490.0,184705,594,5.8,2010.0,Brian Lee Franklin,John Arcilla,Ronnie Lazaro
Pontypool,3478.0,3865,0,6.7,2008.0,Stephen McHattie,Georgina Reilly,Boyd Banks
Trucker,52166.0,52429,371,6.7,2008.0,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence
Me You and Five Bucks,,2105,132,7.6,2015.0,Angela Sarafyan,Jaime Zevallos,Michael Elian
The Lords of Salem,1163508.0,1165882,15000,5.1,2012.0,Sid Haig,Dee Wallace,Michael Berryman
Growing Up Smith,,35312,232,8.2,2015.0,Brighton Sharbino,Jake Busey,Tim Guinee
The Blue Room,231186.0,254666,389,6.3,2014.0,Mathieu Amalric,Léa Drucker,Laurent Poitrenaux
Filly Brown,2833383.0,2850357,0,5.7,2012.0,Noel Gugliemi,Jenni Rivera,Jorge Diaz
The Amazing Catfish,11278.0,11342,407,7.0,2013.0,Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo
Home Run,2859955.0,2861020,0,6.0,2013.0,Vivica A. Fox,Drew Waters,Scott Elrod
The Second Mother,375723.0,376986,0,7.9,2015.0,Alex Huszar,Regina Casé,Luis Miranda
Blue Like Jazz,594904.0,595018,0,6.0,2012.0,Jason Marsden,Marshall Allman,Eric Lange
"Pink Ribbons, Inc.",24784.0,26608,5000,7.4,2011.0,,,
Beyond the Black Rainbow,56129.0,56491,0,6.1,2010.0,Chris Gauthier,Marilyn Norry,Eva Bourne
The Raid: Redemption,4105123.0,4105187,51000,7.6,2011.0,Iko Uwais,Yayan Ruhian,Donny Alamsyah
Unfriended,31537320.0,32482090,13000,5.7,2014.0,Shelley Hennig,Renee Olstead,Heather Sossaman
Chernobyl Diaries,18112929.0,18119640,24000,5.0,2012.0,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski
God's Not Dead 2,20773070.0,20774575,0,3.4,2016.0,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera
Blue Valentine,9701559.0,9706328,25000,7.4,2010.0,Ryan Gosling,Mike Vogel,John Doman
The Devil Inside,53245055.0,53261944,12000,4.2,2012.0,Fernanda Andrade,Claudiu Trandafir,Brian Johnson
Shine a Light,5355376.0,5505267,0,7.2,2008.0,Mick Jagger,Keith Richards,Albert Maysles
The Green Inferno,7186670.0,7192291,12000,5.4,2013.0,Daryl Sabara,Richard Burgi,Magda Apanowicz
The Sessions,5997134.0,6002451,11000,7.2,2012.0,W. Earl Brown,Adam Arkin,Rhea Perlman
"Food, Inc.",4417124.0,4417674,37000,7.9,2008.0,Michael Pollan,Eric Schlosser,Barbara Kowalcyk
October Baby,5355847.0,5357328,0,6.8,2011.0,Rachel Hendrix,Robert Amaya,Jason Burkey
The Skeleton Twins,5283379.0,5284309,0,6.8,2014.0,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins
Martha Marcy May Marlene,2981638.0,2990625,0,6.9,2011.0,Christopher Abbott,Julia Garner,Brady Corbet
Obvious Child,3122616.0,3123963,0,6.8,2014.0,Gaby Hoffmann,Jenny Slate,Jake Lacy
Frozen River,2508841.0,2511476,0,7.2,2008.0,Charlie McDermott,Michael O'Keefe,Misty Upham
20 Feet from Stardom,4946250.0,4946445,14000,7.4,2013.0,Sheryl Crow,Lou Adler,Merry Clayton
Palo Alto,750100.0,767732,0,6.3,2013.0,James Franco,Nat Wolff,Olivia Crocicchia
Ajami,621240.0,622403,0,7.4,2009.0,Shahir Kabaha,Scandar Copti,Ranin Karim
I Origins,334658.0,336472,32000,7.3,2014.0,Steven Yeun,Cara Seymour,Venida Evans
Antarctica: A Year on Ice,287761.0,288757,0,7.6,2013.0,Josh Swanson,Tom Hamann,Anthony Powell
Hardflip,96734.0,96734,706,5.6,2012.0,Matthew Ziff,Randy Wayne,Raquel Elizabeth Ames
The House of the Devil,100659.0,101215,0,6.4,2009.0,Lena Dunham,Greta Gerwig,Dee Wallace
The Perfect Host,48430.0,48764,0,6.8,2010.0,David Hyde Pierce,Clayne Crawford,Nathaniel Parker
Creative Control,62480.0,63014,793,5.5,2015.0,Nora Zehetner,Alexia Rasmussen,Meredith Hagner
Childless,,1036,3,6.1,2008.0,Joe Mantegna,Barbara Hershey,Diane Venora
L!fe Happens,20186.0,30905,995,5.7,2011.0,Justin Kirk,Geoff Stults,Kristen Johnston
Circumstance,439958.0,454121,0,5.9,2011.0,Sarah Kazemy,Reza Sixo Safai,Sina Amedson
Fruitvale Station,16097842.0,16101339,17000,7.5,2013.0,Ahna O'Reilly,Melonie Diaz,Ariana Neal
The Brass Teapot,6643.0,6997,0,6.4,2012.0,Jack McBrayer,Michael Angarano,Alia Shawkat
Windsor Drive,,3256,312,3.2,2015.0,Tommy O'Reilly,Samaire Armstrong,Matt Cohen
A Separation,7098492.0,7099055,48000,8.4,2011.0,Shahab Hosseini,Leila Hatami,Peyman Moaadi
Not Cool,35688.0,36026,0,5.1,2014.0,Shane Dawson,Kurt Angle,Cherami Leigh
Dead Snow,41709.0,46742,23000,6.4,2009.0,Bjørn Sundquist,Stig Frode Henriksen,Ane Dahl Torp
Safety Not Guaranteed,4007792.0,4010957,31000,7.0,2012.0,Mary Lynn Rajskub,Mark Duplass,Jeff Garlin
Kevin Hart: Laugh at My Pain,7705974.0,7706436,614,7.5,2011.0,Isaac C. Singleton Jr.,Larry King,Jeanette Branch
Kill List,26297.0,29063,0,6.3,2011.0,MyAnna Buring,Ben Crompton,Neil Maskell
The Innkeepers,77501.0,78396,0,5.5,2011.0,Lena Dunham,Jake Ryan,Pat Healy
Donkey Punch,18378.0,19367,0,5.2,2008.0,Julian Morris,Nichola Burley,Tom Burke
The Sisterhood of Night,,6870,523,6.3,2014.0,Laura Fraser,Kara Hayward,Louis Ozawa Changchien
Escape from Tomorrow,169719.0,171962,0,5.2,2013.0,Trey Loney,Lee Armstrong,Amy Lucas
After,,24544,1000,5.4,2012.0,Sandra Ellis Lafferty,Madison Lintz,Karolina Wydra
Water & Power,79043.0,82312,358,6.3,2013.0,Nicholas Gonzalez,Angela Nordeng,Exie Booker
They Will Have to Kill Us First,,7516,34,7.7,2015.0,Aliou Touré,Garba Touré,Khaira Arby
The Harvest/La Cosecha,2245.0,3709,88,7.2,2011.0,,,
Fireproof,33451479.0,33456317,0,6.5,2008.0,Kirk Cameron,Ken Bevel,Erin Bethea
Faith Connections,,9111,126,7.0,2013.0,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari
To Save a Life,3773863.0,3777210,0,7.1,2009.0,Randy Wayne,Sean Michael Afable,D. David Morin
Sholem Aleichem: Laughing in the Darkness,906666.0,906666,287,6.8,2011.0,Rachel Dratch,Peter Riegert,Jason Kravits
Drinking Buddies,342936.0,343341,0,6.1,2013.0,Olivia Wilde,Anna Kendrick,Ti West
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,151389.0,152791,590,7.1,2012.0,David Mamet,Ricky Jay,Dick Cavett
The Other Dream Team,133778.0,135228,0,8.4,2012.0,Tommy Sheppard,Greg Speirs,Mickey Hart
Rubber,98017.0,100370,46000,5.8,2010.0,Haley Ramm,Jack Plotnick,Cecelia Antoinette
Monsters,237301.0,237301,19000,6.4,2010.0,Scoot McNairy,Whitney Able,Ricky Catter
Detention of the Dead,1332.0,1777,898,4.6,2012.0,Justin Chon,Christa B. Allen,Max Adler
Good Kill,316842.0,316472,0,6.4,2014.0,Bruce Greenwood,Zoë Kravitz,Stafford Douglas
Born to Fly: Elizabeth Streb vs. Gravity,21199.0,24630,44,6.8,2014.0,Elizabeth Streb,Sarah Callan,Laura Flanders
Blue Ruin,258113.0,258384,0,7.1,2013.0,Devin Ratray,Eve Plumb,Amy Hargreaves
I Want Your Money,425899.0,433588,638,5.1,2010.0,Bill Farmer,Chris Cox,Mike Huckabee
What Happens in Vegas,80276912.0,80277646,0,6.1,2008.0,Treat Williams,Andrew Daly,Michelle Krusiec
Censored Voices,34151.0,41260,111,7.2,2015.0,Amos Oz,,
My Dog Tulip,246574.0,246574,675,6.9,2009.0,Isabella Rossellini,Peter Gerety,Lynn Redgrave
Dogtooth,110197.0,110248,13000,7.3,2009.0,Angeliki Papoulia,Mary Tsoni,Sissy Petropoulou
Wendy and Lucy,856942.0,865695,0,7.1,2008.0,John Robinson,Lucy,Will Oldham
3 Backyards,,43073,92,5.2,2010.0,Embeth Davidtz,Edie Falco,Kathryn Erbe
Royal Kill,,50090,53,3.2,2009.0,Lalaine,Alexander Wraith,Darren Kendrick
The Looking Glass,1711.0,1711,175,6.6,2015.0,Trish Basinger,Elizabeth Stenholt,Mary Norwood
Locker 13,2468.0,3496,261,4.8,2014.0,Tatyana Ali,Ricky Schroder,Jon Polito
Compliance,318622.0,319285,0,6.4,2012.0,Dreama Walker,Matt Servitto,James McCaffrey
Like Crazy,3388210.0,3395391,12000,6.7,2011.0,Jennifer Lawrence,Charlie Bewley,Finola Hughes
The Canyons,49494.0,56825,0,3.9,2013.0,Nolan Gerard Funk,Gus Van Sant,James Deen
Along the Roadside,,1352,231,7.1,2013.0,Matthew Emerick,Brock Baker,Sheldon Bailey
Bronson,104792.0,104979,22000,7.1,2008.0,Tom Hardy,James Lance,Matt King
Burn,111300.0,1109276,801,7.5,2012.0,Brendan Doogie Milewski,Donald Austin,Craig Dougherty
The Grace Card,2428241.0,2430735,0,6.4,2010.0,Michael Joiner,Chris Thomas,Michael Higgenbottom
Call + Response,215185.0,215185,26,7.5,2008.0,Matisyahu,Natasha Bedingfield,Madeleine Albright
Baghead,140016.0,140106,443,6.0,2008.0,Greta Gerwig,Jennifer Lafleur,Elise Muller
Solitude,,6260,267,6.8,2014.0,Susan Chambers,Victoria Lachelle,Ali Daniels
Good Dick,15542.0,27595,0,6.5,2008.0,Bryce Dallas Howard,Martin Starr,Jason Ritter
Butterfly Girl,,17503,88,8.7,2014.0,Abigail Evans,Stacie Evans,Emily Gorell
Another Earth,1316074.0,1321194,21000,7.0,2011.0,Robin Lord Taylor,William Mapother,Flint Beverage
Top Spin,5858.0,5858,116,7.1,2014.0,Ariel Hsing,Xinhua Jiang,Michael Landers
Sound of My Voice,405614.0,408015,0,6.7,2011.0,Christopher Denham,James Urbaniak,Constance Wu
Your Sister's Sister,1573712.0,1636190,3000,6.7,2011.0,Mark Duplass,Mike Birbiglia,Mel Eslyn
The Birth of a Nation,,15861566,0,5.4,2016.0,Jason Stuart,Nate Parker,Aunjanue Ellis
The Gallows,22757819.0,22764410,0,4.2,2015.0,Pfeifer Brown,Cassidy Gifford,Reese Mishler
Cheap Thrills,59379.0,59424,0,6.8,2013.0,Brighton Sharbino,Ethan Embry,Elissa Dowling
The Past is a Grotesque Animal,,20056,82,7.6,2014.0,Jon Brion,Dottie Alexander,David Barnes
The FP,40557.0,40557,0,5.6,2011.0,Clifton Collins Jr.,Sean Whalen,James DeBello
Happy Christmas,30084.0,30312,812,5.6,2014.0,Anna Kendrick,Lena Dunham,Mark Webber
Supporting Characters,,4917,209,6.3,2012.0,Lena Dunham,Kevin Corrigan,Alex Karpovsky
Tiny Furniture,389804.0,391674,0,6.3,2010.0,Lena Dunham,Merritt Wever,Jemima Kirke
Counting,,8374,5,6.0,2015.0,,,
The Signal,,251150,10000,6.1,2014.0,Lin Shaye,Olivia Cooke,Beau Knapp
Dawn of the Crescent Moon,,8799,87,5.0,2014.0,Barry Corbin,Johnny Walter,Shiree Nelson
The Exploding Girl,24705.0,25572,377,6.3,2009.0,Zoe Kazan,Mark Rendall,Jordan Scovel
Down Terrace,9609.0,9812,535,6.5,2009.0,Michael Smiley,Tony Way,David Schaal
Rampage,,796368,0,6.3,2009.0,Matt Frewer,Katharine Isabelle,Michael Paré
Breaking Upwards,76382.0,77389,324,6.2,2009.0,Zoe Lister-Jones,Heather Burns,Ebon Moss-Bachrach
Newlyweds,4584.0,4584,413,6.4,2011.0,Kerry Bishé,Caitlin FitzGerald,Daniella Pineda
Shanghai Calling,10443.0,10400,660,6.3,2012.0,Alan Ruck,Daniel Henney,Eliza Coupe
