"","X.2","X.1","X","year_of_birth","height","weight","scars","colour","year_of_discovery","number_of_lost_teeth","life_length","Life"
"1595",1595,1595,1595,"285 BC",61.54,16.95,0,"blue",1781,20,978,"P.N.E."
"1596",1596,1596,1596,"561",41.03,11.66,5,"red",1781,37,1459,"N.E."
"1597",1597,1597,1597,"817 BC",37.34,11.22,13,"blue",1781,2,1146,"P.N.E."
"1598",1598,1598,1598,"410",43.6,14.09,5,"blue",1781,23,1243,"N.E."
"1599",1599,1599,1599,"546 BC",49.96,13.67,8,"red",1781,2,985,"P.N.E."
"1600",1600,1600,1600,"812 BC",39.88,11.67,4,"blue",1781,16,1108,"P.N.E."
"1601",1601,1601,1601,"1687",48.55,15.85,3,"red",1781,13,986,"N.E."
"1602",1602,1602,1602,"1335",46.99,13.89,1,"green",1781,19,952,"N.E."
"1603",1603,1603,1603,"1798 BC",45.41,14.25,5,"blue",1781,22,1256,"P.N.E."
"1604",1604,1604,1604,"350 BC",50.34,18.67,3,"blue",1781,11,953,"P.N.E."
"1605",1605,1605,1605,"1188",51.06,14.39,4,"green",1781,8,792,"N.E."
"1606",1606,1606,1606,"739 BC",49.26,16.43,10,"red",1781,24,1484,"P.N.E."
"1607",1607,1607,1607,"314 BC",38.11,11.08,2,"red",1781,37,1409,"P.N.E."
"1608",1608,1608,1608,"1636",41.69,11.5,30,"blue",1781,1,1808,"N.E."
"1609",1609,1609,1609,"995 BC",51.69,16.63,8,"red",1781,33,1566,"P.N.E."
"1610",1610,1610,1610,"1907 BC",46.16,13.09,8,"green",1781,38,1656,"P.N.E."
"1611",1611,1611,1611,"1203",48.14,13.69,0,"red",1781,36,1205,"N.E."
"1612",1612,1612,1612,"1927 BC",44.26,12.12,1,"blue",1782,10,813,"P.N.E."
"1613",1613,1613,1613,"1217",42.38,11.93,9,"red",1782,20,1263,"N.E."
"1614",1614,1614,1614,"201 BC",35.64,9.83,23,"red",1782,5,1613,"P.N.E."
"1615",1615,1615,1615,"422",44.61,13.68,16,"red",1782,18,1621,"N.E."
"1616",1616,1616,1616,"709 BC",45.89,12.88,2,"red",1782,7,797,"P.N.E."
"1617",1617,1617,1617,"637",39.34,10.94,4,"red",1782,33,1317,"N.E."
"1618",1618,1618,1618,"1226",43.57,12.19,11,"red",1782,7,1078,"N.E."
"1619",1619,1619,1619,"71",48.29,18.13,1,"red",1782,29,1203,"N.E."
"1620",1620,1620,1620,"1479 BC",39.92,11.64,9,"red",1782,9,1110,"P.N.E."
"1621",1621,1621,1621,"1377 BC",53.53,14.97,22,"red",1782,33,2156,"P.N.E."
"1622",1622,1622,1622,"794 BC",47.54,13.36,9,"red",1782,20,1314,"P.N.E."
"1623",1623,1623,1623,"981 BC",38.58,10.85,2,"red",1782,3,744,"P.N.E."
"1624",1624,1624,1624,"1087 BC",48.12,13.98,25,"red",1782,31,2267,"P.N.E."
"1625",1625,1625,1625,"1202",43.27,12.23,10,"green",1782,6,1058,"N.E."
"1626",1626,1626,1626,"860 BC",40.72,11.76,6,"red",1782,24,1352,"P.N.E."
"1627",1627,1627,1627,"92",44.28,12.72,4,"red",1782,25,1278,"N.E."
"1628",1628,1628,1628,"1706",50.85,14.2,14,"blue",1782,8,1307,"N.E."
"1629",1629,1629,1629,"583 BC",39.57,12.32,5,"blue",1782,6,918,"P.N.E."
"1630",1630,1630,1630,"1029 BC",48.5,15.47,6,"blue",1782,5,915,"P.N.E."
"1631",1631,1631,1631,"317 BC",44.44,13.7,13,"blue",1782,31,1739,"P.N.E."
"1632",1632,1632,1632,"1658 BC",49.3,13.67,4,"blue",1783,21,1162,"P.N.E."
"1633",1633,1633,1633,"344 BC",38.1,13.4,10,"red",1783,37,1766,"P.N.E."
"1634",1634,1634,1634,"734",51.15,14.41,20,"red",1783,14,1552,"N.E."
"1635",1635,1635,1635,"832",43.97,13.12,2,"red",1783,27,1138,"N.E."
"1636",1636,1636,1636,"1390",35.31,9.8,0,"green",1783,33,1182,"N.E."
"1637",1637,1637,1637,"992",27.38,7.52,1,"green",1783,17,895,"N.E."
"1638",1638,1638,1638,"1561",42.15,11.63,41,"red",1783,17,2593,"N.E."
"1639",1639,1639,1639,"1651 BC",41.32,11.33,10,"blue",1783,9,1177,"P.N.E."
"1640",1640,1640,1640,"1415 BC",41.99,13.09,3,"red",1783,35,1416,"P.N.E."
"1641",1641,1641,1641,"1713",54.41,17.36,4,"red",1783,33,1375,"N.E."
"1642",1642,1642,1642,"795",49.18,13.96,11,"blue",1783,37,1688,"N.E."
"1643",1643,1643,1643,"1859 BC",48.29,14.49,4,"blue",1783,29,1325,"P.N.E."
"1644",1644,1644,1644,"1109",47.06,13.5,7,"blue",1783,12,990,"N.E."
"1645",1645,1645,1645,"606",50.92,14.34,15,"red",1783,32,1720,"N.E."
"1646",1646,1646,1646,"1801 BC",52.97,16.56,15,"red",1783,21,1617,"P.N.E."
"1647",1647,1647,1647,"1759 BC",42.25,11.97,14,"red",1783,25,1657,"P.N.E."
"1648",1648,1648,1648,"1016",40.9,11.64,18,"red",1783,38,1957,"N.E."
"1649",1649,1649,1649,"800",33.06,9.2,4,"red",1783,23,1123,"N.E."
"1650",1650,1650,1650,"532 BC",41.57,11.81,0,"blue",1783,36,1313,"P.N.E."
"1651",1651,1651,1651,"995 BC",42.99,13.47,2,"red",1783,4,749,"P.N.E."
"1652",1652,1652,1652,"27",41.89,11.88,6,"blue",1784,14,1112,"N.E."
"1653",1653,1653,1653,"984",53.92,15.2,8,"red",1784,39,1620,"N.E."
"1654",1654,1654,1654,"825 BC",34.89,9.65,12,"red",1784,33,1762,"P.N.E."
"1655",1655,1655,1655,"1787 BC",40.23,11.51,13,"red",1784,8,1260,"P.N.E."
"1656",1656,1656,1656,"17 BC",61.96,18.49,1,"blue",1784,18,973,"P.N.E."
"1657",1657,1657,1657,"1199",37.61,11.84,5,"red",1784,13,971,"N.E."
"1658",1658,1658,1658,"1271 BC",38.73,12.29,13,"blue",1784,37,1874,"P.N.E."
"1659",1659,1659,1659,"1531",45.61,12.92,9,"blue",1784,19,1345,"N.E."
"1660",1660,1660,1660,"1173",51.72,14.45,29,"green",1784,1,1658,"N.E."
"1661",1661,1661,1661,"1352",49.82,13.87,1,"blue",1784,3,604,"N.E."
"1662",1662,1662,1662,"72 BC",47.11,13.19,9,"red",1784,23,1397,"P.N.E."
"1663",1663,1663,1663,"518",40.39,11.26,13,"red",1784,0,1057,"N.E."
"1664",1664,1664,1664,"319",47.71,13.5,3,"blue",1784,36,1447,"N.E."
"1665",1665,1665,1665,"1371 BC",39.22,10.83,10,"green",1784,32,1659,"P.N.E."
"1666",1666,1666,1666,"1005",45.01,13.32,4,"red",1784,13,949,"N.E."
"1667",1667,1667,1667,"895",48.25,13.27,4,"red",1784,26,1198,"N.E."
"1668",1668,1668,1668,"477",44.21,13.03,9,"red",1784,12,1196,"N.E."
"1669",1669,1669,1669,"75",44.98,12.54,21,"green",1785,13,1729,"N.E."
"1670",1670,1670,1670,"1480 BC",56.97,17.11,4,"blue",1785,21,1178,"P.N.E."
"1671",1671,1671,1671,"1688",51.09,16.53,14,"blue",1785,30,1805,"N.E."
"1672",1672,1672,1672,"332 BC",37.44,10.99,1,"green",1785,5,780,"P.N.E."
"1673",1673,1673,1673,"467 BC",48.53,14.44,1,"red",1785,15,959,"P.N.E."
"1674",1674,1674,1674,"351 BC",40.43,11.4,4,"blue",1785,34,1391,"P.N.E."
"1675",1675,1675,1675,"82",45.09,14.36,21,"red",1785,32,2055,"N.E."
"1676",1676,1676,1676,"826 BC",61.18,17.46,9,"green",1785,28,1547,"P.N.E."
"1677",1677,1677,1677,"1299",44.54,12.27,9,"red",1785,32,1489,"N.E."
"1678",1678,1678,1678,"1210 BC",37.69,10.66,1,"red",1785,15,923,"P.N.E."
"1679",1679,1679,1679,"498 BC",48.67,14,10,"green",1785,25,1484,"P.N.E."
"1680",1680,1680,1680,"805 BC",42.53,11.99,37,"black",1785,19,2444,"P.N.E."
"1681",1681,1681,1681,"560 BC",49.47,14.02,8,"blue",1785,10,1112,"P.N.E."
"1682",1682,1682,1682,"283",55.89,15.55,6,"green",1785,5,929,"N.E."
"1683",1683,1683,1683,"1930 BC",49.13,13.75,4,"red",1785,12,1014,"P.N.E."
"1684",1684,1684,1684,"66 BC",36.84,10.12,14,"blue",1785,14,1432,"P.N.E."
"1685",1685,1685,1685,"778",40.45,11.61,26,"red",1785,1,1584,"N.E."
"1686",1686,1686,1686,"222 BC",42.72,14.69,1,"blue",1785,33,1322,"P.N.E."
"1687",1687,1687,1687,"807",47.59,13.64,15,"red",1785,10,1292,"N.E."
"1688",1688,1688,1688,"1583",41.69,11.64,36,"green",1785,39,2832,"N.E."
"1689",1689,1689,1689,"482",54.86,15.07,5,"green",1785,15,1099,"N.E."
"1690",1690,1690,1690,"183 BC",43.63,14.37,15,"green",1785,15,1483,"P.N.E."
"1691",1691,1691,1691,"979 BC",44.21,12.66,47,"red",1785,37,3195,"P.N.E."
"1692",1692,1692,1692,"1717 BC",38.38,10.89,32,"blue",1785,33,2540,"P.N.E."
"1693",1693,1693,1693,"1039",39.93,11.23,14,"red",1785,4,1143,"N.E."
"1694",1694,1694,1694,"1384",38.74,10.82,10,"red",1785,12,1132,"N.E."
"1695",1695,1695,1695,"46 BC",39.46,11.13,14,"black",1785,24,1659,"P.N.E."
"1696",1696,1696,1696,"1006",45.44,12.78,51,"green",1785,23,3045,"N.E."
"1697",1697,1697,1697,"287 BC",47.61,15.38,5,"red",1785,0,772,"P.N.E."
"1698",1698,1698,1698,"171 BC",39.15,11.32,9,"red",1786,34,1630,"P.N.E."
"1699",1699,1699,1699,"1138",38.5,11.06,10,"red",1786,27,1446,"N.E."
"1700",1700,1700,1700,"275",42.25,12.77,10,"red",1786,16,1306,"N.E."
"1701",1701,1701,1701,"1492",50.93,15.53,12,"red",1786,39,1776,"N.E."
"1702",1702,1702,1702,"328 BC",42.63,13.34,1,"red",1786,30,1241,"P.N.E."
"1703",1703,1703,1703,"758",55.76,16.23,7,"green",1786,1,796,"N.E."
"1704",1704,1704,1704,"949",53.34,15.17,0,"red",1786,18,839,"N.E."
"1705",1705,1705,1705,"298",35.78,9.87,9,"red",1786,36,1690,"N.E."
"1706",1706,1706,1706,"883",38.96,11.04,4,"red",1786,7,824,"N.E."
"1707",1707,1707,1707,"1825 BC",53.92,15.54,25,"red",1786,33,2288,"P.N.E."
"1708",1708,1708,1708,"1431",39.69,10.96,2,"red",1786,12,804,"N.E."
"1709",1709,1709,1709,"1747 BC",42.55,12.58,21,"green",1786,32,2075,"P.N.E."
"1710",1710,1710,1710,"1314 BC",51.53,14.97,1,"red",1786,32,1277,"P.N.E."
"1711",1711,1711,1711,"1931 BC",50.85,14.6,0,"red",1786,16,945,"P.N.E."
"1712",1712,1712,1712,"650",36.09,12.11,3,"red",1786,32,1300,"N.E."
"1713",1713,1713,1713,"1288",53.96,15.11,5,"blue",1786,33,1337,"N.E."
"1714",1714,1714,1714,"1721",39.95,11.21,7,"blue",1786,38,1641,"N.E."
"1715",1715,1715,1715,"1206",60.76,17.71,51,"green",1787,14,2838,"N.E."
"1716",1716,1716,1716,"1762 BC",48.34,14.3,10,"blue",1787,0,986,"P.N.E."
"1717",1717,1717,1717,"1521",40.15,11.85,30,"red",1787,33,2450,"N.E."
"1718",1718,1718,1718,"766",45.94,12.7,3,"blue",1787,26,1146,"N.E."
"1719",1719,1719,1719,"414",42.44,12.6,4,"red",1787,18,1113,"N.E."
"1720",1720,1720,1720,"1103 BC",48.98,14.82,7,"blue",1787,33,1544,"P.N.E."
"1721",1721,1721,1721,"875",56.56,16.03,2,"blue",1787,32,1223,"N.E."
"1722",1722,1722,1722,"1788",37.49,10.41,1,"green",1787,23,1112,"N.E."
"1723",1723,1723,1723,"184 BC",49.82,16.01,15,"red",1787,16,1546,"P.N.E."
"1724",1724,1724,1724,"719 BC",36.35,11.14,8,"red",1787,2,959,"P.N.E."
"1725",1725,1725,1725,"1322",41.05,11.84,1,"red",1787,22,979,"N.E."
"1726",1726,1726,1726,"1075 BC",37.37,10.26,18,"red",1787,37,2049,"P.N.E."
"1727",1727,1727,1727,"827",39.24,11.04,20,"red",1787,26,1837,"N.E."
"1728",1728,1728,1728,"1509",46.25,13.17,8,"blue",1787,8,1083,"N.E."
"1729",1729,1729,1729,"527 BC",28.83,7.92,7,"blue",1787,32,1514,"P.N.E."
"1730",1730,1730,1730,"231 BC",43.02,13.42,15,"red",1787,13,1467,"P.N.E."
"1731",1731,1731,1731,"1225 BC",36.99,10.18,26,"blue",1787,36,2361,"P.N.E."
"1732",1732,1732,1732,"1326",41.49,11.76,9,"red",1787,11,1107,"N.E."
"1733",1733,1733,1733,"1914 BC",61.64,17.33,19,"blue",1787,10,1569,"P.N.E."
"1734",1734,1734,1734,"1981 BC",48.52,15.23,5,"red",1787,23,1246,"P.N.E."
"1735",1735,1735,1735,"543 BC",37.33,11.13,1,"green",1787,40,1432,"P.N.E."
"1736",1736,1736,1736,"1844 BC",43.08,13.83,7,"red",1787,17,1240,"P.N.E."
"1737",1737,1737,1737,"601 BC",54.72,16.02,60,"red",1787,1,3028,"P.N.E."
"1738",1738,1738,1738,"1728",52.98,14.49,9,"green",1787,12,1187,"N.E."
"1739",1739,1739,1739,"1390",43.88,12.89,30,"red",1787,25,2224,"N.E."
"1740",1740,1740,1740,"231",45.87,12.99,37,"red",1787,21,2476,"N.E."
"1741",1741,1741,1741,"1760",50.53,15.08,2,"red",1788,13,976,"N.E."
"1742",1742,1742,1742,"1796 BC",41.48,13.96,20,"green",1788,35,2116,"P.N.E."
"1743",1743,1743,1743,"901",50.26,14.31,0,"red",1788,39,1296,"N.E."
"1744",1744,1744,1744,"1599",49.7,13.96,2,"black",1788,20,1104,"N.E."
"1745",1745,1745,1745,"1571 BC",37.57,11.37,63,"red",1788,36,3841,"P.N.E."
"1746",1746,1746,1746,"1930 BC",44.02,14.94,26,"red",1788,7,1779,"P.N.E."
"1747",1747,1747,1747,"939 BC",46.41,13.22,7,"blue",1788,23,1319,"P.N.E."
"1748",1748,1748,1748,"9 BC",40.89,11.35,8,"blue",1788,35,1618,"P.N.E."
"1749",1749,1749,1749,"395",40.51,11.39,10,"red",1788,5,1089,"N.E."
"1750",1750,1750,1750,"1679 BC",52.47,14.95,11,"red",1788,32,1659,"P.N.E."
"1751",1751,1751,1751,"92 BC",44.46,12.91,13,"red",1788,31,1784,"P.N.E."
"1752",1752,1752,1752,"1034 BC",40.96,11.67,7,"red",1788,14,1181,"P.N.E."
"1753",1753,1753,1753,"1732 BC",50.71,14.34,26,"red",1788,6,1739,"P.N.E."
"1754",1754,1754,1754,"947 BC",47.73,13.54,1,"red",1788,1,662,"P.N.E."
"1755",1755,1755,1755,"1355 BC",42.71,12.15,2,"red",1788,13,928,"P.N.E."
"1756",1756,1756,1756,"1976 BC",40.86,12.36,13,"blue",1788,2,1142,"P.N.E."
"1757",1757,1757,1757,"517 BC",41.54,11.84,10,"green",1788,26,1504,"P.N.E."
"1758",1758,1758,1758,"1262",44.27,12.33,11,"red",1788,13,1207,"N.E."
"1759",1759,1759,1759,"1821 BC",38.33,12.19,9,"blue",1789,21,1391,"P.N.E."
"1760",1760,1760,1760,"1008",45.93,12.63,5,"red",1789,13,957,"N.E."
"1761",1761,1761,1761,"207",43.68,12.71,20,"green",1789,3,1445,"N.E."
"1762",1762,1762,1762,"223 BC",49.31,15.19,10,"blue",1789,16,1378,"P.N.E."
"1763",1763,1763,1763,"1230",42.02,12.18,9,"red",1789,25,1320,"N.E."
"1764",1764,1764,1764,"84",44.55,13.14,25,"green",1789,32,2207,"N.E."
"1765",1765,1765,1765,"899 BC",35.15,9.81,0,"blue",1789,29,1193,"P.N.E."
"1766",1766,1766,1766,"1054 BC",42.85,14.91,15,"red",1789,11,1379,"P.N.E."
"1767",1767,1767,1767,"1272",34.44,11.2,3,"blue",1789,9,761,"N.E."
"1768",1768,1768,1768,"225",50.22,13.94,4,"red",1789,0,768,"N.E."
"1769",1769,1769,1769,"438 BC",45.86,13.42,7,"red",1789,7,1032,"P.N.E."
"1770",1770,1770,1770,"1198 BC",47.63,13.04,17,"red",1789,1,1316,"P.N.E."
"1771",1771,1771,1771,"1149",41.84,12.03,15,"red",1789,30,1718,"N.E."
"1772",1772,1772,1772,"1451 BC",32.74,9.11,7,"blue",1789,8,1072,"P.N.E."
"1773",1773,1773,1773,"1271 BC",46.16,12.91,8,"green",1789,3,968,"P.N.E."
"1774",1774,1774,1774,"573 BC",52.2,14.39,1,"blue",1789,37,1358,"P.N.E."
"1775",1775,1775,1775,"60",47.34,16.29,3,"green",1789,14,987,"N.E."
"1776",1776,1776,1776,"480",44.25,14.15,12,"blue",1789,30,1672,"N.E."
"1777",1777,1777,1777,"399",44.47,12.42,1,"green",1789,8,813,"N.E."
"1778",1778,1778,1778,"1646",49.87,14.34,24,"green",1789,19,1955,"N.E."
"1779",1779,1779,1779,"949",40.39,11.29,16,"blue",1789,27,1704,"N.E."
"1780",1780,1780,1780,"260 BC",43.88,13.14,5,"blue",1790,22,1242,"P.N.E."
"1781",1781,1781,1781,"595 BC",43.17,12.94,6,"blue",1790,38,1603,"P.N.E."
"1782",1782,1782,1782,"1029",53.33,15.36,0,"blue",1790,2,535,"N.E."
"1783",1783,1783,1783,"47 BC",45.47,13.46,1,"red",1790,29,1239,"P.N.E."
"1784",1784,1784,1784,"561",45.93,12.67,16,"red",1790,2,1157,"N.E."
"1785",1785,1785,1785,"1151 BC",27.72,9,0,"green",1790,3,663,"P.N.E."
"1786",1786,1786,1786,"421",42.55,15.07,15,"green",1790,9,1363,"N.E."
"1787",1787,1787,1787,"1074",46.5,13.56,0,"red",1790,24,1005,"N.E."
"1788",1788,1788,1788,"1023",60.98,17.31,34,"green",1790,11,2061,"N.E."
"1789",1789,1789,1789,"356 BC",42.49,14.22,11,"blue",1790,19,1410,"P.N.E."
"1790",1790,1790,1790,"908 BC",49.22,13.93,13,"blue",1790,9,1310,"P.N.E."
"1791",1791,1791,1791,"1274",45.75,14,24,"red",1790,32,2092,"N.E."
"1792",1792,1792,1792,"713",51.47,14.89,5,"red",1790,28,1278,"N.E."
"1793",1793,1793,1793,"1818 BC",49.85,14.74,25,"red",1790,35,2333,"P.N.E."
"1794",1794,1794,1794,"1386",45.25,13.99,9,"red",1790,1,881,"N.E."
"1795",1795,1795,1795,"995 BC",53.75,15.04,1,"blue",1790,35,1338,"P.N.E."
"1796",1796,1796,1796,"1368 BC",52.68,14.46,19,"blue",1790,13,1622,"P.N.E."
"1797",1797,1797,1797,"1359 BC",39.38,10.99,1,"red",1790,10,810,"P.N.E."
"1798",1798,1798,1798,"1553",46.78,12.9,14,"green",1790,25,1620,"N.E."
"1799",1799,1799,1799,"1397",49.62,15.03,14,"blue",1790,38,1843,"N.E."
"1800",1800,1800,1800,"1617 BC",38,11.27,9,"red",1790,8,1107,"P.N.E."
"1801",1801,1801,1801,"739",45.85,13.74,5,"red",1791,30,1322,"N.E."
"1802",1802,1802,1802,"251",45.54,12.57,1,"red",1791,8,805,"N.E."
"1803",1803,1803,1803,"30",48.47,13.34,1,"red",1791,38,1403,"N.E."
"1804",1804,1804,1804,"387 BC",39.3,12.18,0,"blue",1791,18,969,"P.N.E."
"1805",1805,1805,1805,"791 BC",47.57,14.24,7,"green",1791,14,1144,"P.N.E."
"1806",1806,1806,1806,"599",41.66,11.47,2,"blue",1791,18,982,"N.E."
"1807",1807,1807,1807,"243 BC",42.15,12.29,13,"red",1791,35,1796,"P.N.E."
"1808",1808,1808,1808,"86",40.07,10.96,4,"red",1791,13,1063,"N.E."
"1809",1809,1809,1809,"229 BC",51.79,15.02,11,"blue",1791,33,1684,"P.N.E."
"1810",1810,1810,1810,"365",34.58,11.87,5,"red",1791,34,1503,"N.E."
"1811",1811,1811,1811,"25 BC",47.27,13.2,14,"red",1791,38,1943,"P.N.E."
"1812",1812,1812,1812,"1599",47.29,14.97,9,"red",1791,40,1743,"N.E."
"1813",1813,1813,1813,"1589 BC",51.22,16.12,4,"blue",1791,15,1089,"P.N.E."
"1814",1814,1814,1814,"1307 BC",47.91,14.6,2,"blue",1791,20,1047,"P.N.E."
"1815",1815,1815,1815,"1666",30.25,10.41,28,"red",1791,8,1886,"N.E."
"1816",1816,1816,1816,"1744 BC",38.24,12.33,21,"red",1791,30,2048,"P.N.E."
"1817",1817,1817,1817,"682",38.53,11.66,16,"blue",1791,16,1456,"N.E."
"1818",1818,1818,1818,"788",44.96,12.64,46,"green",1791,12,2587,"N.E."
"1819",1819,1819,1819,"1031 BC",55.06,15.46,7,"red",1791,40,1669,"P.N.E."
"1820",1820,1820,1820,"1353 BC",48.34,13.56,2,"blue",1791,21,1086,"P.N.E."
"1821",1821,1821,1821,"639 BC",53.95,15.17,8,"red",1791,15,1211,"P.N.E."
"1822",1822,1822,1822,"1212 BC",51.3,15.74,9,"green",1791,8,1106,"P.N.E."
"1823",1823,1823,1823,"1766",47.1,14.18,1,"red",1791,15,930,"N.E."
"1824",1824,1824,1824,"974 BC",44.86,14.08,5,"red",1792,3,865,"P.N.E."
"1825",1825,1825,1825,"1296",42.15,12.52,19,"red",1792,28,1811,"N.E."
"1826",1826,1826,1826,"188",45.13,12.94,7,"green",1792,9,1051,"N.E."
"1827",1827,1827,1827,"73 BC",47.17,13,2,"blue",1792,19,1102,"P.N.E."
"1828",1828,1828,1828,"363",41.79,11.49,2,"blue",1792,9,912,"N.E."
"1829",1829,1829,1829,"545",58.86,17.25,21,"green",1792,1,1323,"N.E."
"1830",1830,1830,1830,"629",40.01,11.46,19,"blue",1792,17,1623,"N.E."
"1831",1831,1831,1831,"968",35.94,10,6,"blue",1792,33,1399,"N.E."
"1832",1832,1832,1832,"1117",47.67,14.56,5,"green",1792,15,989,"N.E."
"1833",1833,1833,1833,"1796 BC",46.77,12.85,10,"blue",1792,20,1386,"P.N.E."
"1834",1834,1834,1834,"720 BC",44.53,13.26,4,"red",1792,17,1090,"P.N.E."
"1835",1835,1835,1835,"600",47.92,13.18,1,"red",1792,15,888,"N.E."
"1836",1836,1836,1836,"219 BC",48.69,16,13,"blue",1792,27,1690,"P.N.E."
"1837",1837,1837,1837,"283 BC",38.04,11.69,9,"blue",1792,29,1491,"P.N.E."
"1838",1838,1838,1838,"928 BC",56.26,17.75,1,"blue",1792,9,857,"P.N.E."
"1839",1839,1839,1839,"1395 BC",49.1,14.89,7,"red",1792,7,997,"P.N.E."
"1840",1840,1840,1840,"544 BC",46.61,14.26,35,"red",1792,37,2754,"P.N.E."
"1841",1841,1841,1841,"1477",33.83,11.71,15,"red",1792,29,1690,"N.E."
"1842",1842,1842,1842,"633 BC",48.94,14.71,6,"red",1792,38,1633,"P.N.E."
"1843",1843,1843,1843,"710",49.42,14.15,12,"green",1793,3,1029,"N.E."
"1844",1844,1844,1844,"202",47.26,13.46,3,"red",1793,1,752,"N.E."
"1845",1845,1845,1845,"1305 BC",55.14,15.68,3,"red",1793,25,1261,"P.N.E."
"1846",1846,1846,1846,"506 BC",42.32,13.03,25,"blue",1793,16,1903,"P.N.E."
"1847",1847,1847,1847,"1276 BC",44.22,14.07,13,"red",1793,9,1291,"P.N.E."
"1848",1848,1848,1848,"1195 BC",40.57,11.19,10,"blue",1793,27,1504,"P.N.E."
"1849",1849,1849,1849,"484 BC",47.47,14.17,14,"blue",1793,24,1651,"P.N.E."
"1850",1850,1850,1850,"639",37.12,10.28,17,"red",1793,19,1597,"N.E."
"1851",1851,1851,1851,"762",50.57,16.48,2,"green",1793,21,1028,"N.E."
"1852",1852,1852,1852,"873 BC",45.22,12.89,21,"red",1793,29,2059,"P.N.E."
"1853",1853,1853,1853,"1296",35.51,11.79,2,"red",1793,6,712,"N.E."
"1854",1854,1854,1854,"1455",53.13,14.64,1,"red",1793,8,663,"N.E."
"1855",1855,1855,1855,"795 BC",40.44,13.3,13,"green",1793,15,1385,"P.N.E."
"1856",1856,1856,1856,"848",38.92,10.82,2,"red",1793,5,687,"N.E."
"1857",1857,1857,1857,"229 BC",46.25,13.66,6,"green",1793,35,1546,"P.N.E."
"1858",1858,1858,1858,"1514 BC",49.42,18.35,26,"green",1793,24,2091,"P.N.E."
"1859",1859,1859,1859,"1531 BC",44.69,12.7,2,"blue",1793,21,1088,"P.N.E."
"1860",1860,1860,1860,"132",33.78,9.72,0,"blue",1793,8,762,"N.E."
"1861",1861,1861,1861,"266 BC",46.55,13.22,11,"red",1793,37,1794,"P.N.E."
"1862",1862,1862,1862,"403 BC",42.08,11.82,5,"red",1793,25,1331,"P.N.E."
"1863",1863,1863,1863,"73",48.85,14.35,5,"blue",1793,32,1444,"N.E."
"1864",1864,1864,1864,"1655",49.36,14.98,5,"green",1793,33,1445,"N.E."
"1865",1865,1865,1865,"481",46.69,12.94,13,"blue",1793,29,1681,"N.E."
"1866",1866,1866,1866,"457",51.06,14.49,14,"green",1793,8,1312,"N.E."
"1867",1867,1867,1867,"178",44.21,12.86,4,"green",1793,13,1024,"N.E."
"1868",1868,1868,1868,"505 BC",49.66,14.41,5,"red",1793,30,1404,"P.N.E."
"1869",1869,1869,1869,"514",43.02,12.51,7,"red",1793,15,1083,"N.E."
"1870",1870,1870,1870,"1196 BC",42.24,12.76,27,"green",1793,8,1847,"P.N.E."
"1871",1871,1871,1871,"1492",56.88,17.68,3,"blue",1793,19,1011,"N.E."
"1872",1872,1872,1872,"351",64.1,18.52,6,"blue",1793,32,1507,"N.E."
"1873",1873,1873,1873,"158",44.57,12.62,5,"blue",1794,32,1443,"N.E."
"1874",1874,1874,1874,"632 BC",37.03,10.76,1,"red",1794,8,825,"P.N.E."
"1875",1875,1875,1875,"1127",47.24,13.42,7,"red",1794,31,1411,"N.E."
"1876",1876,1876,1876,"1584 BC",49.87,14.44,5,"green",1794,29,1387,"P.N.E."
"1877",1877,1877,1877,"703",43.33,12.13,13,"blue",1794,7,1158,"N.E."
"1878",1878,1878,1878,"126",51.85,17,1,"blue",1794,16,947,"N.E."
"1879",1879,1879,1879,"1555 BC",32.96,9.03,0,"red",1794,39,1373,"P.N.E."
"1880",1880,1880,1880,"6 BC",43.67,13.28,6,"red",1794,10,1040,"P.N.E."
"1881",1881,1881,1881,"508",52.07,14.9,1,"red",1794,24,1058,"N.E."
"1882",1882,1882,1882,"1480",46.68,12.94,20,"red",1794,13,1530,"N.E."
"1883",1883,1883,1883,"481",49.82,15.29,5,"red",1794,15,1105,"N.E."
"1884",1884,1884,1884,"1430 BC",51.19,14.62,2,"red",1794,35,1394,"P.N.E."
"1885",1885,1885,1885,"763",39.65,11.11,8,"red",1794,21,1233,"N.E."
"1886",1886,1886,1886,"1100 BC",50.55,13.89,16,"red",1794,37,1979,"P.N.E."
"1887",1887,1887,1887,"1166 BC",51.71,14.18,7,"blue",1794,29,1458,"P.N.E."
"1888",1888,1888,1888,"809 BC",34.69,9.7,1,"red",1794,1,628,"P.N.E."
"1889",1889,1889,1889,"1444",48.84,13.79,25,"red",1794,14,1777,"N.E."
"1890",1890,1890,1890,"1474 BC",43.85,13.32,4,"red",1794,22,1197,"P.N.E."
"1891",1891,1891,1891,"742",58.62,16.59,3,"green",1794,19,1003,"N.E."
"1892",1892,1892,1892,"184 BC",49.08,14.89,3,"red",1794,0,725,"P.N.E."
"1893",1893,1893,1893,"905 BC",39.49,14.3,45,"green",1794,4,2491,"P.N.E."
"1894",1894,1894,1894,"1076 BC",34.54,11.17,10,"blue",1794,32,1666,"P.N.E."
"1895",1895,1895,1895,"1621",47.7,13.9,10,"red",1794,24,1477,"N.E."
"1896",1896,1896,1896,"298",41.44,13.01,4,"blue",1795,22,1227,"N.E."
